Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Frequently,754,Research & Development,14,1,Life Sciences,1,725,1,Male,36,2,1,Healthcare Representative,4,Married,12025,5600,7,Y,Yes,13,3,3,80,1,6,1,3,35,16,8,10
51,No,Travel_Frequently,289,Sales,4,3,Marketing,1,726,1,Male,85,3,1,Research Director,4,Divorced,3694,4133,5,Y,No,24,3,1,80,1,36,3,4,22,11,9,2
35,Yes,Travel_Rarely,1211,Sales,26,4,Life Sciences,1,727,2,Female,93,3,3,Manufacturing Director,4,Married,2989,21767,2,Y,No,23,4,2,80,1,31,4,2,3,3,3,3
47,No,Travel_Rarely,153,Research & Development,12,4,Life Sciences,1,728,1,Female,49,3,2,Sales Executive,2,Single,6915,11738,8,Y,No,20,4,4,80,0,16,3,3,23,9,4,15
32,No,Travel_Rarely,212,Research & Development,6,5,Technical Degree,1,729,3,Male,67,3,2,Manufacturing Director,2,Married,1548,8739,5,Y,Yes,12,4,3,80,2,27,2,3,5,3,4,5
44,No,Travel_Rarely,978,Research & Development,11,3,Life Sciences,1,730,4,Male,87,4,1,Sales Executive,4,Married,13085,23239,6,Y,No,17,3,2,80,1,5,3,2,1,1,1,1
51,Yes,Non-Travel,1168,Research & Development,12,4,Medical,1,731,3,Male,45,3,2,Sales Representative,1,Married,8270,3711,1,Y,No,24,3,3,80,0,35,2,3,6,6,6,5
55,No,Travel_Rarely,312,Research & Development,10,4,Life Sciences,1,732,4,Male,80,3,2,Laboratory Technician,4,Married,10229,10280,0,Y,Yes,22,3,2,80,1,1,3,3,9,9,9,9
50,No,Travel_Rarely,1325,Research & Development,18,3,Life Sciences,1,733,1,Female,56,3,2,Research Scientist,2,Married,1060,2528,0,Y,No,25,3,3,80,3,30,2,2,19,9,5,1
41,No,Travel_Frequently,959,Sales,7,3,Medical,1,734,3,Male,80,3,1,Sales Executive,1,Single,2695,12613,2,Y,Yes,14,3,3,80,0,0,4,2,4,4,4,4
32,No,Travel_Rarely,728,Sales,7,3,Life Sciences,1,735,2,Female,45,3,3,Research Scientist,4,Divorced,9105,20124,2,Y,No,14,3,3,80,0,2,2,3,1,0,1,1
47,No,Travel_Rarely,1151,Research & Development,11,4,Technical Degree,1,736,4,Male,89,4,3,Sales Representative,2,Single,11041,13449,7,Y,No,20,3,4,80,1,12,3,3,0,0,0,0
59,Yes,Travel_Rarely,400,Research & Development,4,2,Medical,1,737,1,Female,69,2,1,Sales Executive,4,Divorced,9625,25145,6,Y,Yes,19,4,3,80,1,30,2,2,1,1,1,1
34,No,Travel_Rarely,1202,Sales,20,4,Life Sciences,1,738,4,Male,96,3,1,Laboratory Technician,4,Divorced,11328,16422,9,Y,No,12,3,4,80,0,28,3,2,36,5,1,14
22,No,Travel_Frequently,1025,Research & Development,1,2,Life Sciences,1,739,2,Female,31,3,2,Research Director,3,Divorced,9554,7352,7,Y,No,11,3,4,80,3,32,3,4,36,16,11,15
46,No,Travel_Rarely,238,Research & Development,13,4,Medical,1,740,3,Female,77,3,2,Research Scientist,4,Divorced,4699,15048,0,Y,Yes,25,3,3,80,1,9,4,3,37,11,11,12
21,No,Travel_Rarely,1145,Research & Development,18,3,Life Sciences,1,741,4,Female,81,3,2,Laboratory Technician,3,Single,19082,9284,3,Y,Yes,17,3,3,80,2,37,4,3,3,3,3,3
27,No,Travel_Rarely,541,Sales,9,4,Life Sciences,1,742,3,Female,53,3,2,Laboratory Technician,2,Married,9493,19918,7,Y,No,25,3,1,80,1,8,5,2,2,2,2,2
34,No,Travel_Rarely,312,Research & Development,26,3,Medical,1,743,3,Male,31,3,2,Laboratory Technician,4,Single,1725,24573,9,Y,No,22,4,3,80,2,0,5,2,39,2,10,14
27,No,Travel_Rarely,853,Sales,24,4,Technical Degree,1,744,4,Female,94,4,2,Sales Executive,3,Single,5584,25353,1,Y,No,18,3,3,80,1,36,4,3,39,8,9,11
34,No,Travel_Rarely,536,Research & Development,24,3,Life Sciences,1,745,3,Male,49,3,1,Sales Executive,1,Married,11679,22921,6,Y,No,13,3,1,80,0,31,4,2,0,0,0,0
37,Yes,Travel_Rarely,881,Sales,9,2,Marketing,1,746,1,Male,63,2,1,Manufacturing Director,4,Single,16646,17690,7,Y,No,12,3,3,80,3,32,4,3,18,5,3,2
41,No,Non-Travel,1332,Research & Development,23,3,Technical Degree,1,747,4,Male,70,2,2,Research Director,3,Divorced,17355,23338,8,Y,No,14,3,4,80,0,1,4,2,3,2,3,3
22,No,Travel_Rarely,540,Sales,29,2,Life Sciences,1,748,2,Female,70,1,1,Sales Executive,4,Divorced,1646,14564,6,Y,No,12,3,4,80,3,1,3,3,32,5,0,1
51,No,Travel_Rarely,767,Research & Development,9,2,Technical Degree,1,749,4,Female,52,3,4,Sales Executive,4,Married,8988,12841,8,Y,No,22,3,3,80,1,4,3,3,0,0,0,0
23,Yes,Travel_Rarely,1167,Research & Development,10,3,Marketing,1,750,2,Female,67,3,3,Research Scientist,3,Married,10500,14282,1,Y,No,12,3,3,80,3,9,3,4,30,10,8,2
19,No,Travel_Frequently,512,Sales,28,4,Life Sciences,1,751,4,Female,73,2,3,Manager,3,Married,13640,9807,0,Y,No,15,3,4,80,1,37,3,4,0,0,0,0
30,No,Travel_Rarely,907,Research & Development,2,3,Other,1,752,3,Male,96,3,4,Research Scientist,3,Divorced,9912,2474,0,Y,Yes,20,3,3,80,2,36,4,4,8,8,8,8
60,No,Travel_Rarely,711,Sales,6,3,Life Sciences,1,753,4,Female,91,3,2,Sales Representative,3,Married,12734,11110,3,Y,Yes,15,3,2,80,0,1,3,3,4,4,4,2
60,No,Non-Travel,528,Research & Development,15,3,Life Sciences,1,754,3,Female,41,3,3,Sales Executive,4,Single,13079,25651,0,Y,No,18,3,2,80,1,40,2,3,6,6,6,4
28,No,Travel_Rarely,1400,Research & Development,3,2,Marketing,1,755,1,Male,59,3,1,Research Director,4,Married,4350,13661,6,Y,No,19,3,4,80,2,39,3,2,6,6,5,6
40,No,Travel_Rarely,1003,Research & Development,11,4,Medical,1,756,3,Male,94,4,1,Laboratory Technician,1,Married,17077,3731,7,Y,No,12,3,2,80,2,24,5,3,13,1,10,9
33,No,Travel_Rarely,1043,Research & Development,6,3,Life Sciences,1,757,2,Female,70,3,3,Manufacturing Director,3,Divorced,6559,14573,2,Y,No,11,3,3,80,0,37,2,2,0,0,0,0
48,No,Travel_Rarely,843,Research & Development,3,4,Life Sciences,1,758,4,Female,49,3,1,Research Scientist,4,Single,19176,26021,0,Y,No,13,3,3,80,1,36,4,3,15,3,5,5
28,No,Travel_Frequently,1494,Research & Development,24,2,Marketing,1,759,4,Female,35,3,5,Manager,3,Single,15697,2618,2,Y,No,16,3,4,80,1,17,6,3,0,0,0,0
33,No,Travel_Rarely,1345,Sales,11,2,Marketing,1,760,3,Female,33,3,2,Sales Executive,4,Divorced,18881,21585,1,Y,No,24,3,4,80,0,26,3,3,1,0,1,1
25,No,Travel_Rarely,1357,Research & Development,15,4,Medical,1,761,4,Female,39,3,3,Sales Executive,4,Divorced,17860,26620,5,Y,No,15,3,3,80,1,19,5,3,11,8,3,1
21,No,Travel_Frequently,429,Research & Development,13,3,Other,1,762,2,Female,80,3,1,Research Scientist,2,Divorced,6592,3187,6,Y,No,18,3,4,80,2,33,4,3,0,0,0,0
57,No,Travel_Rarely,153,Sales,20,2,Life Sciences,1,763,3,Female,67,4,2,Manager,2,Married,13122,2198,8,Y,No,18,3,2,80,1,7,3,3,40,17,2,17
21,No,Travel_Rarely,477,Research & Development,28,2,Life Sciences,1,764,3,Female,30,4,1,Healthcare Representative,4,Married,18810,20217,4,Y,Yes,12,3,2,80,1,3,2,3,20,6,5,4
42,Yes,Travel_Rarely,364,Sales,10,4,Medical,1,765,3,Male,37,3,3,Laboratory Technician,3,Married,19169,21604,3,Y,Yes,24,3,4,80,3,29,2,3,16,2,9,5
20,No,Travel_Rarely,368,Research & Development,6,3,Marketing,1,766,1,Female,92,2,1,Laboratory Technician,3,Single,2090,20154,0,Y,No,19,3,3,80,0,35,3,3,3,3,3,3
49,No,Travel_Rarely,460,Sales,15,3,Life Sciences,1,767,4,Male,62,3,2,Sales Executive,4,Married,14446,26382,5,Y,No,24,3,2,80,1,8,5,3,0,0,0,0
20,No,Travel_Rarely,1442,Research & Development,25,3,Life Sciences,1,768,1,Female,44,3,1,Manager,4,Single,5093,12640,7,Y,No,24,3,3,80,2,40,2,4,38,4,1,4
44,No,Travel_Rarely,1449,Research & Development,18,3,Technical Degree,1,769,3,Male,60,3,1,Manager,2,Married,13262,26505,3,Y,No,14,3,4,80,2,11,5,3,1,1,1,1
46,No,Travel_Rarely,753,Sales,18,5,Other,1,770,1,Male,50,2,2,Manufacturing Director,1,Divorced,8637,7010,0,Y,No,24,3,4,80,1,13,2,4,24,18,14,8
49,No,Travel_Frequently,147,Sales,7,2,Medical,1,771,4,Male,32,1,1,Laboratory Technician,2,Single,7204,14417,4,Y,No,11,4,4,80,1,34,5,3,2,2,0,2
36,No,Travel_Rarely,701,Research & Development,15,3,Life Sciences,1,772,2,Female,95,3,3,Research Director,3,Divorced,2020,21412,9,Y,Yes,24,3,3,80,0,5,3,2,5,4,5,5
38,No,Travel_Rarely,821,Human Resources,18,4,Other,1,773,3,Male,64,3,1,Sales Representative,2,Single,1822,15430,4,Y,No,12,3,4,80,1,22,4,4,15,6,0,15
22,No,Travel_Rarely,1394,Sales,18,2,Human Resources,1,774,2,Male,70,3,1,Manufacturing Director,3,Single,13147,7250,1,Y,No,24,3,3,80,2,3,1,4,35,17,4,1
35,No,Travel_Rarely,702,Sales,20,3,Medical,1,775,4,Male,88,3,2,Research Scientist,1,Married,1281,19520,5,Y,No,21,3,3,80,0,0,3,3,0,0,0,0
45,No,Travel_Rarely,482,Research & Development,9,3,Technical Degree,1,776,3,Male,45,3,1,Manufacturing Director,3,Married,16691,13720,9,Y,No,16,3,4,80,0,8,2,3,3,3,3,3
59,No,Travel_Rarely,219,Research & Development,24,3,Technical Degree,1,777,4,Male,85,2,1,Laboratory Technician,2,Married,17201,20323,8,Y,Yes,15,3,3,80,2,8,0,4,19,4,0,3
39,Yes,Travel_Rarely,217,Research & Development,2,3,Other,1,778,2,Male,74,2,3,Research Scientist,3,Divorced,19109,5595,5,Y,Yes,22,4,1,80,1,14,2,1,1,1,1,1
38,No,Non-Travel,361,Research & Development,8,3,Technical Degree,1,779,4,Male,88,2,1,Research Scientist,3,Single,7285,20019,7,Y,Yes,17,3,3,80,1,23,3,4,1,1,1,1
23,No,Travel_Rarely,1200,Sales,20,3,Medical,1,780,1,Male,79,3,1,Research Scientist,2,Divorced,7837,18944,9,Y,No,19,3,3,80,3,7,3,3,0,0,0,0
18,No,Travel_Frequently,406,Research & Development,2,3,Medical,1,781,2,Male,41,3,1,Laboratory Technician,4,Single,1365,5038,2,Y,No,16,3,2,80,2,27,4,3,7,6,7,4
22,Yes,Travel_Rarely,108,Research & Development,11,3,Medical,1,782,3,Male,41,3,2,Laboratory Technician,1,Divorced,14663,22772,9,Y,No,16,3,2,80,3,16,4,3,19,16,5,1
58,No,Travel_Frequently,467,Sales,26,1,Medical,1,783,1,Female,62,2,2,Research Scientist,3,Married,1212,17999,1,Y,No,12,3,2,80,3,34,4,3,37,8,6,2
29,No,Travel_Rarely,624,Research & Development,7,3,Technical Degree,1,784,2,Male,78,2,1,Healthcare Representative,4,Divorced,18989,3685,3,Y,No,17,3,1,80,1,30,4,4,3,3,3,3
43,No,Travel_Frequently,1473,Research & Development,6,4,Other,1,785,4,Male,50,2,3,Laboratory Technician,3,Married,7623,15616,8,Y,Yes,12,3,4,80,2,3,4,3,1,1,1,1
51,No,Travel_Rarely,1340,Research & Development,10,3,Medical,1,786,4,Male,89,4,1,Sales Executive,4,Single,15808,18247,8,Y,No,23,3,2,80,1,13,3,3,5,5,5,4
31,No,Travel_Rarely,530,Research & Development,5,4,Medical,1,787,4,Male,81,3,2,Research Scientist,1,Divorced,1505,6166,2,Y,No,17,3,1,80,2,24,3,3,0,0,0,0
43,No,Travel_Rarely,892,Sales,11,3,Medical,1,788,2,Male,83,4,2,Sales Representative,3,Single,13998,5666,0,Y,No,18,3,4,80,2,39,3,3,4,4,4,4
44,No,Travel_Rarely,848,Research & Development,1,4,Medical,1,789,2,Male,68,4,2,Healthcare Representative,3,Single,17455,8072,0,Y,No,22,3,4,80,0,6,3,3,13,13,1,7
26,Yes,Travel_Rarely,468,Research & Development,2,4,Medical,1,790,3,Female,78,3,4,Research Scientist,1,Divorced,2588,2387,3,Y,No,11,3,1,80,0,30,3,2,1,1,1,1
43,No,Travel_Rarely,414,Sales,24,2,Life Sciences,1,791,1,Female,93,3,2,Research Director,3,Single,5885,24336,3,Y,Yes,19,3,2,80,0,34,3,3,12,12,11,4
39,No,Travel_Rarely,639,Research & Development,1,3,Medical,1,792,4,Male,55,2,5,Sales Executive,2,Single,8859,3432,9,Y,No,18,3,4,80,2,37,2,2,38,5,2,4
47,No,Travel_Rarely,1022,Research & Development,19,3,Life Sciences,1,793,2,Female,100,3,1,Research Director,3,Married,5134,18245,5,Y,Yes,19,3,3,80,2,19,2,3,27,1,11,12
60,No,Travel_Rarely,1179,Human Resources,2,3,Life Sciences,1,794,4,Male,36,3,1,Research Scientist,4,Divorced,6337,17474,4,Y,No,15,3,4,80,1,15,4,3,4,4,4,4
34,No,Travel_Rarely,966,Research & Development,21,2,Technical Degree,1,795,3,Female,91,3,1,Sales Executive,1,Single,17209,15139,5,Y,No,23,3,2,80,1,21,2,3,5,5,5,5
43,No,Non-Travel,1289,Research & Development,20,4,Life Sciences,1,796,4,Male,53,2,2,Laboratory Technician,2,Married,10281,23687,9,Y,No,24,3,2,80,2,35,2,2,5,5,5,5
53,No,Travel_Frequently,883,Research & Development,29,1,Life Sciences,1,797,1,Female,69,3,1,Research Scientist,3,Married,12705,21953,6,Y,No,14,4,2,80,1,18,3,2,27,12,10,16
18,No,Non-Travel,435,Research & Development,23,3,Life Sciences,1,798,4,Male,76,2,1,Laboratory Technician,3,Divorced,4388,4592,6,Y,No,11,3,1,80,0,1,3,3,40,6,14,4
25,No,Travel_Rarely,899,Research & Development,21,3,Life Sciences,1,799,2,Female,37,4,2,Manager,4,Divorced,18991,17207,9,Y,No,19,3,4,80,1,3,3,3,24,17,4,5
52,No,Travel_Frequently,449,Sales,24,2,Marketing,1,800,3,Male,83,3,1,Manager,3,Divorced,17128,7822,9,Y,No,24,3,4,80,3,33,3,3,9,9,0,9
32,No,Travel_Frequently,374,Research & Development,4,4,Medical,1,801,4,Male,38,3,1,Research Scientist,1,Married,17021,25795,8,Y,Yes,14,3,4,80,2,6,2,2,0,0,0,0
39,No,Travel_Rarely,1064,Research & Development,12,4,Human Resources,1,802,2,Female,32,3,1,Laboratory Technician,4,Married,4381,20971,5,Y,No,25,3,4,80,1,13,2,3,36,7,1,8
31,No,Travel_Rarely,821,Research & Development,22,3,Life Sciences,1,803,3,Male,83,3,4,Sales Executive,4,Single,18462,5182,7,Y,No,14,3,4,80,0,31,2,3,27,11,12,17
43,No,Travel_Rarely,601,Research & Development,20,3,Life Sciences,1,804,3,Female,50,3,1,Sales Executive,3,Married,15421,8375,1,Y,No,14,3,3,80,1,16,3,3,25,7,6,16
45,No,Travel_Frequently,1218,Research & Development,18,2,Life Sciences,1,805,2,Female,77,4,3,Manufacturing Director,3,Divorced,2201,25273,7,Y,No,12,3,4,80,2,36,3,2,5,5,5,5
40,No,Travel_Rarely,786,Human Resources,1,4,Marketing,1,806,3,Male,76,1,2,Sales Executive,1,Married,18206,17280,8,Y,No,22,3,2,80,1,13,4,3,6,0,0,0
31,No,Travel_Rarely,180,Sales,1,2,Medical,1,807,2,Male,97,4,2,Healthcare Representative,2,Single,2161,24105,3,Y,Yes,21,3,3,80,1,16,3,4,1,1,1,1
41,No,Travel_Rarely,723,Sales,24,3,Human Resources,1,808,3,Male,92,3,1,Laboratory Technician,2,Married,2892,14933,4,Y,Yes,23,3,3,80,0,31,3,3,34,6,13,12
19,No,Non-Travel,1342,Research & Development,14,4,Medical,1,809,3,Female,45,3,1,Sales Executive,3,Married,17660,22468,4,Y,No,14,3,4,80,3,1,3,2,35,13,14,7
43,Yes,Travel_Frequently,1048,Research & Development,4,2,Medical,1,810,3,Male,34,3,2,Laboratory Technician,4,Married,3821,22229,1,Y,Yes,12,3,3,80,0,38,3,4,2,2,2,2
31,No,Non-Travel,459,Sales,5,4,Marketing,1,811,2,Male,40,3,1,Sales Executive,3,Married,13881,25719,4,Y,No,18,3,4,80,0,3,6,3,15,15,15,2
24,No,Travel_Rarely,719,Sales,11,1,Other,1,812,4,Female,58,4,1,Laboratory Technician,1,Married,7571,20575,8,Y,No,17,3,3,80,2,39,1,3,2,2,2,2
20,No,Travel_Rarely,608,Research & Development,24,4,Life Sciences,1,813,4,Male,99,3,1,Manager,2,Single,8022,21652,3,Y,No,21,4,4,80,3,29,2,2,5,5,2,5
40,No,Travel_Rarely,1306,Research & Development,28,1,Life Sciences,1,814,3,Female,77,3,3,Laboratory Technician,2,Divorced,6186,18865,9,Y,Yes,20,3,4,80,1,29,3,2,3,2,3,3
60,No,Travel_Rarely,677,Research & Development,23,3,Medical,1,815,3,Female,44,1,2,Sales Executive,3,Married,17776,2392,2,Y,No,12,3,2,80,1,32,5,3,5,0,5,4
35,No,Travel_Rarely,1371,Research & Development,13,2,Medical,1,816,3,Male,63,2,2,Healthcare Representative,3,Single,18442,22912,6,Y,No,24,3,4,80,1,0,5,2,3,3,3,1
55,No,Travel_Rarely,345,Sales,16,4,Other,1,817,4,Male,89,3,2,Sales Executive,3,Married,19226,13746,7,Y,No,12,3,3,80,0,32,4,1,4,4,4,4
52,Yes,Travel_Rarely,607,Research & Development,24,3,Medical,1,818,3,Female,91,3,3,Healthcare Representative,3,Divorced,9998,6155,9,Y,No,12,3,3,80,0,35,3,4,20,4,12,4
32,No,Travel_Rarely,523,Research & Development,13,2,Life Sciences,1,819,2,Male,31,3,2,Laboratory Technician,2,Divorced,5476,2567,5,Y,No,11,3,4,80,1,30,5,2,3,0,3,3
42,No,Non-Travel,1445,Research & Development,24,3,Other,1,820,3,Male,48,2,2,Laboratory Technician,1,Married,6164,18255,5,Y,No,23,3,3,80,0,36,2,3,23,16,4,10
54,Yes,Travel_Rarely,1212,Sales,22,3,Technical Degree,1,821,2,Male,78,3,4,Manager,1,Single,15145,7151,4,Y,No,16,3,3,80,3,13,4,3,10,10,10,4
45,No,Travel_Frequently,318,Sales,26,3,Life Sciences,1,822,1,Female,57,3,3,Healthcare Representative,2,Single,18683,15173,5,Y,No,16,4,3,80,0,5,5,4,19,16,11,17
27,No,Travel_Rarely,1403,Sales,2,4,Human Resources,1,823,4,Female,77,3,1,Sales Executive,1,Single,8970,13499,8,Y,No,11,3,1,80,1,6,4,4,33,8,9,7
56,Yes,Travel_Rarely,1110,Research & Development,16,3,Life Sciences,1,824,3,Male,66,4,1,Research Scientist,2,Married,8195,18262,1,Y,No,21,3,3,80,1,39,2,3,1,1,1,1
34,No,Travel_Rarely,1294,Research & Development,6,2,Life Sciences,1,825,3,Male,78,3,3,Sales Representative,4,Married,8515,7383,9,Y,No,11,3,2,80,1,23,4,3,4,2,4,4
56,Yes,Travel_Rarely,431,Research & Development,14,1,Human Resources,1,826,3,Female,77,2,3,Sales Executive,4,Married,19580,22586,2,Y,No,16,3,4,80,1,3,3,3,0,0,0,0
39,No,Travel_Rarely,751,Research & Development,1,3,Medical,1,827,4,Female,58,4,2,Laboratory Technician,3,Married,9267,10734,0,Y,No,21,3,1,80,2,24,2,2,5,4,4,1
43,No,Travel_Rarely,492,Research & Development,17,3,Life Sciences,1,828,3,Male,89,3,2,Healthcare Representative,4,Single,14311,4315,3,Y,No,16,3,3,80,1,2,4,3,2,2,2,2
42,No,Travel_Rarely,482,Research & Development,11,3,Life Sciences,1,829,3,Male,58,3,2,Manufacturing Director,2,Single,17192,12268,1,Y,Yes,14,3,4,80,1,27,2,4,10,10,10,10
34,No,Travel_Rarely,1431,Sales,19,2,Marketing,1,830,1,Female,87,2,2,Healthcare Representative,4,Married,8800,23729,5,Y,No,13,3,4,80,1,22,2,2,19,5,0,0
30,No,Travel_Rarely,843,Research & Development,3,3,Life Sciences,1,831,2,Female,77,3,2,Healthcare Representative,3,Single,7779,22089,0,Y,No,24,3,4,80,0,35,3,3,7,7,7,7
37,No,Non-Travel,921,Research & Development,11,5,Medical,1,832,2,Female,52,2,1,Healthcare Representative,3,Single,10902,21120,7,Y,Yes,19,3,3,80,1,12,4,2,4,4,0,0
42,No,Travel_Frequently,774,Research & Development,29,2,Marketing,1,833,3,Female,56,3,4,Manager,3,Married,18998,20398,9,Y,No,16,3,2,80,1,21,1,3,1,1,0,1
21,No,Travel_Frequently,614,Research & Development,5,3,Life Sciences,1,834,4,Female,36,1,3,Manufacturing Director,1,Divorced,8996,9169,5,Y,No,11,3,3,80,3,24,0,3,0,0,0,0
27,No,Travel_Rarely,1050,Human Resources,17,4,Marketing,1,835,3,Male,78,2,2,Research Scientist,4,Married,8174,24472,8,Y,No,13,4,1,80,3,23,5,3,14,14,14,14
20,No,Travel_Frequently,1313,Research & Development,26,4,Human Resources,1,836,3,Female,83,2,1,Laboratory Technician,1,Divorced,14523,4410,5,Y,Yes,11,3,4,80,0,36,2,2,0,0,0,0
58,Yes,Travel_Frequently,1031,Research & Development,22,3,Medical,1,837,2,Female,97,2,1,Healthcare Representative,2,Married,5514,19752,9,Y,Yes,13,3,3,80,0,32,3,2,33,17,2,14
35,No,Travel_Rarely,1014,Research & Development,7,3,Life Sciences,1,838,2,Female,71,2,2,Sales Representative,2,Married,6816,15775,6,Y,No,12,3,3,80,1,13,5,3,10,6,8,10
53,No,Non-Travel,745,Research & Development,10,4,Life Sciences,1,839,4,Male,88,3,2,Research Scientist,1,Single,7265,17047,4,Y,No,15,3,3,80,3,23,3,2,4,4,4,1
39,Yes,Travel_Rarely,528,Research & Development,28,1,Medical,1,840,3,Male,73,1,2,Research Scientist,1,Divorced,16165,7077,7,Y,Yes,25,4,3,80,0,21,2,3,0,0,0,0
51,No,Non-Travel,603,Sales,29,3,Technical Degree,1,841,2,Female,55,3,2,Research Director,1,Single,12917,9928,7,Y,No,13,3,3,80,1,36,3,2,5,5,1,5
25,No,Non-Travel,831,Research & Development,11,2,Life Sciences,1,842,4,Male,52,2,2,Laboratory Technician,2,Single,5293,22096,9,Y,No,17,3,4,80,1,22,4,2,28,13,8,1
57,No,Travel_Rarely,1385,Research & Development,3,3,Life Sciences,1,843,4,Male,37,4,3,Sales Executive,4,Single,15447,12592,8,Y,No,18,3,2,80,1,5,4,3,38,7,10,15
36,No,Travel_Rarely,172,Sales,20,3,Life Sciences,1,844,3,Female,82,4,1,Manufacturing Director,2,Divorced,3163,18737,5,Y,No,17,3,3,80,0,18,3,1,0,0,0,0
59,No,Non-Travel,579,Sales,10,4,Medical,1,845,1,Male,43,2,2,Human Resources,1,Divorced,8751,5300,0,Y,No,12,3,1,80,0,11,1,3,19,9,14,4
58,No,Travel_Rarely,1303,Sales,27,1,Life Sciences,1,846,3,Female,100,3,3,Manager,3,Divorced,15236,17914,8,Y,Yes,20,3,1,80,1,25,2,3,3,3,3,3
54,No,Travel_Rarely,558,Research & Development,10,3,Technical Degree,1,847,1,Female,36,1,2,Healthcare Representative,4,Married,15274,11798,2,Y,No,20,3,3,80,0,28,3,3,5,0,3,5
23,No,Non-Travel,290,Human Resources,14,3,Life Sciences,1,848,4,Male,38,4,2,Sales Executive,2,Married,19613,15024,8,Y,No,17,3,2,80,0,13,4,2,9,9,3,9
43,No,Travel_Rarely,392,Human Resources,12,3,Marketing,1,849,3,Female,32,3,2,Sales Representative,2,Divorced,10199,12414,6,Y,No,20,3,1,80,0,16,3,3,40,12,11,17
51,No,Travel_Rarely,1021,Research & Development,15,4,Medical,1,850,3,Female,46,1,5,Laboratory Technician,4,Married,18114,7272,2,Y,Yes,13,3,4,80,1,29,1,3,2,2,0,2
23,Yes,Travel_Rarely,393,Research & Development,10,3,Medical,1,851,3,Male,73,3,1,Sales Representative,1,Divorced,5034,7452,8,Y,Yes,17,3,3,80,1,6,4,2,1,1,1,1
54,No,Travel_Rarely,857,Research & Development,10,4,Life Sciences,1,852,2,Male,75,2,2,Research Scientist,3,Single,16916,6601,6,Y,No,25,3,1,80,1,20,3,3,10,10,10,10
50,No,Travel_Rarely,1408,Research & Development,26,3,Marketing,1,853,1,Female,87,3,1,Sales Executive,2,Married,15478,24936,6,Y,No,11,3,1,80,1,0,5,3,26,4,5,12
39,No,Travel_Rarely,478,Research & Development,19,3,Life Sciences,1,854,4,Male,57,3,1,Laboratory Technician,4,Divorced,6165,26019,6,Y,No,12,3,1,80,0,37,3,2,13,13,3,8
38,No,Travel_Rarely,1281,Sales,1,4,Life Sciences,1,855,2,Male,43,3,2,Research Scientist,4,Single,15437,5602,1,Y,Yes,22,4,3,80,1,3,3,4,4,4,4,4
23,No,Travel_Rarely,609,Research & Development,24,2,Medical,1,856,1,Male,38,3,1,Healthcare Representative,4,Divorced,15419,25783,3,Y,Yes,20,3,3,80,0,7,3,3,38,13,15,8
23,No,Travel_Frequently,629,Research & Development,29,1,Marketing,1,857,4,Male,55,2,4,Research Director,2,Married,12004,14996,9,Y,No,11,3,3,80,1,17,4,2,40,11,14,4
21,No,Travel_Rarely,1480,Research & Development,26,4,Life Sciences,1,858,3,Male,31,2,4,Healthcare Representative,3,Divorced,5821,23472,7,Y,No,19,3,2,80,0,7,4,2,19,14,14,5
47,No,Travel_Rarely,660,Research & Development,10,3,Life Sciences,1,859,4,Female,63,2,1,Sales Representative,2,Married,9659,17332,1,Y,Yes,23,3,3,80,3,30,4,3,21,18,13,9
28,No,Travel_Rarely,1312,Research & Development,2,4,Technical Degree,1,860,1,Female,48,3,2,Laboratory Technician,4,Married,17067,26901,3,Y,No,23,3,3,80,0,30,3,2,18,10,13,9
47,No,Travel_Rarely,1156,Sales,17,5,Technical Degree,1,861,3,Male,68,2,2,Healthcare Representative,4,Married,3465,8848,9,Y,Yes,25,3,3,80,3,27,4,2,2,2,2,2
48,No,Travel_Rarely,361,Research & Development,24,3,Life Sciences,1,862,3,Male,42,3,3,Manager,3,Married,17599,11015,7,Y,No,12,3,4,80,2,36,3,3,1,1,1,0
41,No,Travel_Rarely,522,Sales,7,3,Medical,1,863,4,Female,34,3,2,Healthcare Representative,3,Married,18749,13298,2,Y,Yes,12,3,3,80,1,2,4,1,9,9,8,9
26,No,Non-Travel,405,Research & Development,7,3,Medical,1,864,1,Male,79,2,1,Laboratory Technician,1,Divorced,13969,7610,5,Y,No,16,3,2,80,3,14,1,3,36,15,12,7
20,No,Travel_Rarely,1043,Research & Development,20,3,Medical,1,865,3,Female,52,3,3,Manufacturing Director,3,Married,12797,24346,1,Y,No,17,3,4,80,0,3,1,2,29,3,6,12
48,No,Travel_Rarely,1164,Research & Development,27,4,Technical Degree,1,866,4,Female,58,3,3,Healthcare Representative,3,Single,8165,7893,7,Y,No,24,3,2,80,0,34,2,2,1,1,1,1
